source,page,content
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,56,"209,289 179,087 174,482 639 641 639 Loei หนองบัวลำาภู 16,298 14,202 12,528 16,240 14,107 12,470 10,491 9,096 8,176 646 645 656 Nong Bua Lam Phu อุดรธานี 1,689 1,654 1,571 1,645 1,639 1,571 1,096 1,124 1,092 666 686 695 Udon Thani อำานาจเจริญ 128 10 12 128 10 12 78 6 8 609 600 667 Amnat Charoen อุบลราชธานี 77,662 80,200 75,046 77,296 80,200 74,885 63,089 66,445 63,421 816 828 847 Ubon Ratchathani ศรีสะเกษ 32,164 36,433 33,862 31,989 36,433 33,791 28,015 31,533 29,563 876 866 875 Si Sa Ket สุรินทร์ 354 339 323 354 339 303 168 238 248 475 702 818 Surin บุรีรัมย์ 2,435 2,754 2,515 2,435 2,729 2,496 1,852 2,126 1,954 761 779 783 Buri Ram กาฬสินธุ์ 677 270 594 677 270 594 334 175 408 493 648 687 Kalasin ขอนแก่น 6,260 6,213 6,834 6,100 6,209 6,834 4,269 4,483 4,964 700 722 726 Khon Kaen ชัยภูมิ 70,353 70,340 70,937 69,976 70,252 70,937 51,762 51,171 52,359 740 728 738 Chaiyaphum ข้าวโพดเลี้ยงสัตว์: Maize สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 28"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,57,"ตารางที่ 1.10 ข้าวโพดเลี้ยงสัตว์: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.10 Maize: Area, production and yield by region and province, 2022-2024 (Continued) ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 นครราชสีมา 649,424 669,548 663,443 604,906 650,557 656,252 484,167 513,540 523,680 800 789 798 Nakhon Ratchasima สระบุรี 176,974 181,645 181,623 172,616 178,675 179,290 129,277 136,659 140,179 749 765 782 Saraburi ลพบุรี 386,950 403,156 401,151 381,324 401,207 400,633 290,388 307,536 304,658 762 767 760 Lop Buri ชัยนาท 16,240 16,831 14,986 16,089 16,718 14,795 11,359 11,869 10,880 706 710 735 Chai Nat สุพรรณบุรี 42,058 41,436 41,190 42,047 41,414 41,190 29,760 29,556 29,934 708 714"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,57,"710 735 Chai Nat สุพรรณบุรี 42,058 41,436 41,190 42,047 41,414 41,190 29,760 29,556 29,934 708 714 727 Suphanburi นครนายก 268 269 279 268 269 279 239 209 221 892 777 792 Nakhon Nayok ปราจีนบุรี 28,293 29,210 29,389 28,171 29,080 29,317 22,194 22,669 23,281 788 780 794 Prachin Buri ฉะเชิงเทรา3,601 3,762 4,421 3,556 3,718 4,421 2,458 2,540 3,073 691 683 695 Chachoengsao สระแก้ว 139,342 133,949 132,275 130,247 128,246 127,324 98,907 99,152 97,785 759 773 768 Sa Kaeo จันทบุรี 9,651 9,797 8,643 9,569 9,651 8,550 6,658 6,563 5,934 696 680 694 Chanthaburi กาญจนบุรี 81,786 80,591 82,122 81,447 80,464 82,015 60,495 57,305 59,789 743 712 729 Kanchanaburi ราชบุรี 1,036 918 835 1,014 918 835 597 540 501 589 588 600 Ratchaburi เพชรบุรี 4,283 4,752 4,934 4,241 4,723 4,934 2,481 2,687 2,867 585 569 581 Phetchaburi ประจวบคีรีขันธ์ 566 412 306 566 412 306 376 263 200 664 638 654 Prachuap Khiri Khan ข้าวโพดเลี้ยงสัตว์: Maize รูปที่ 1.8 ข้าวโพดเลี้ยงสัตว์: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,57,"ข้าวโพดเลี้ยงสัตว์: Maize รูปที่ 1.8 ข้าวโพดเลี้ยงสัตว์: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค ปี 2567 Figure 1.8 Maize: Harvested area, production and yield by region, 2024 สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 29"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,58,"ตารางที่ 1.11 ข้าวโพดเลี้ยงสัตว์แยกรุ่น: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 Table 1.11 Maize: Area, production and yield by region and province, 2022-2024 ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 รวมทั้งประเทศ6,397,086 6,279,932 6,184,984 6,285,818 6,197,855 6,112,335 4,700,555 4,614,006 4,558,192 748 744 746 Whole Kingdom รุ่น 1 5,734,473 5,685,120 5,598,720 5,625,730 5,604,123 5,526,816 4,161,329 4,130,001 4,076,965 740 737 738 Season 1 รุ่น 2 662,613 594,812 586,264 660,088 593,732 585,519 539,226 484,005 481,227 817 815 822 Season 2 เหนือ 4,320,362 4,208,767 4,139,377 4,275,410 4,160,308 4,085,188 3,190,756 3,077,434 3,018,535 746 740 739 Northern รุ่น 1 3,810,967 3,760,148"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,58,"693 699 710 Season 1 รุ่น 2 48,804 49,763 43,806 48,675 49,670 43,739 40,683 41,720 36,784 836 840 841 Season 2 กำาแพงเพชร112,173 121,633 124,297 112,105 120,866 123,316 91,462 97,604 99,961 816 808 811 Kamphaeng Phet รุ่น 1 64,143 76,420 76,710 64,075 75,692 75,729 51,513 59,872 59,750 804 791 789 Season 1 รุ่น 2 48,030 45,213 47,587 48,030 45,174 47,587 39,949 37,732 40,211 832 835 845 Season 2 สุโขทัย 91,008 88,703 89,238 90,492 88,179 88,689 63,273 61,800 61,722 699 701 696 Sukhothai รุ่น 1 74,757 74,334 72,498 74,256 73,810 71,973 51,199 51,167 49,302 689 693 685 Season 1 รุ่น 2 16,251 14,369 16,740 16,236 14,369 16,716 12,074 10,633 12,420 744 740 743 Season 2 ข้าวโพดเลี้ยงสัตว์: Maize สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 30"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,59,"ตารางที่ 1.11 ข้าวโพดเลี้ยงสัตว์แยกรุ่น: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.11 Maize: Area, production and yield by region and province, 2022-2024 (Continued) ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 แพร่ 249,002 243,598 239,209 248,311 242,707 239,209 170,798 164,040 160,194 688 676 670 Phrae รุ่น 1 207,645 208,009 204,826 207,064 207,191 204,826 138,805 136,980 133,547 670 661 652 Season 1 รุ่น 2 41,357 35,589 34,383 41,247 35,516 34,383 31,993 27,060 26,647 776 762 775 Season 2 น่าน 504,728 453,195 445,673 502,581 450,552 431,239 345,453 304,994 287,905 687 677 668 Nan รุ่น 1 484,052 436,987 430,301 481,935 434,400 415,923 329,436 292,695 276,173 684 674 664 Season 1"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,59,"อำานาจเจริญ 128 10 12 128 10 12 78 6 8 609 600 667 Amnat Charoen รุ่น 2 128 10 12 128 10 12 78 6 8 609 600 667 Season 2 อุบลราชธานี 77,662 80,200 75,046 77,296 80,200 74,885 63,089 66,445 63,421 816 828 847 Ubon Ratchathani รุ่น 1 2895 6,811 5,194 2895 6,811 5,194 2244 5,403 4,114 775 793 792 Season 1 รุ่น 2 74,767 73,389 69,852 74,401 73,389 69,691 60,845 61,042 59,307 818 832 851 Season 2 ข้าวโพดเลี้ยงสัตว์: Maize สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 31"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,60,"ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 ศรีสะเกษ 32,164 36,433 33,862 31,989 36,433 33,791 28,015 31,533 29,563 876 866 875 Si Sa Ket รุ่น 1 4,935 5,029 5,730 4,922 5,029 5,730 3,899 4,126 4,813 792 820 840 Season 1 รุ่น 2 27,229 31,404 28,132 27,067 31,404 28,061 24,116 27,407 24,750 891 873 882 Season 2 สุรินทร์ 354 339 323 354 339 303 168 238 248 475 702 818 Surin รุ่น 2 354 339 323 354 339 303 168 238 248 475 702 818 Season 2 บุรีรัมย์ 2,435 2,754 2,515 2,435 2,729 2,496 1,852 2,126 1,954 761 779 783 Buri Ram รุ่น 1 1772 1,979 1,507 1772 1,954 1,488 1405 1,598 1,241 793 818 834 Season 1 รุ่น 2 663 775 1,008 663 775 1,008 447 528 713 674 681 707 Season 2 กาฬสินธุ์ 677 270 594 677 270 594 334 175 408 493 648 687"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,60,"41,190 42,047 41,414 41,190 29,760 29,556 29,934 708 714 727 Suphan Buri รุ่น 1 37,994 38,321 35,926 37,983 38,299 35,926 26,822 27,308 26,118 706 713 727 Season 1 รุ่น 2 4,064 3,115 5,264 4,064 3,115 5,264 2,938 2,248 3,816 723 722 725 Season 2 นครนายก 268 269 279 268 269 279 239 209 221 892 777 792 Nakhon nayok รุ่น 1 268 269 279 268 269 279 239 209 221 892 777 792 Season 1 ปราจีนบุรี 28,293 29,210 29,389 28,171 29,080 29,317 22,194 22,669 23,281 788 780 794 Prachin Buri รุ่น 1 27,521 28,351 28,652 27,414 28,221 28,580 21,498 21,888 22,607 784 776 791 Season 1 รุ่น 2 772 859 737 757 859 737 696 781 674 919 909 915 Season 2 ฉะเชิงเทรา 3,601 3,762 4,421 3,556 3,718 4,421 2,458 2,540 3,073 691 683 695 Chachoengsao รุ่น 1 3,601 3,762 4,421 3,556 3,718 4,421 2,458 2,540 3,073 691 683 695 Season 1 ตารางที่ 1.11 ข้าวโพดเลี้ยงสัตว์แยกรุ่น: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.11 Maize: Area, production and yield by region and province,"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,60,"ปี 2565-2567 (ต่อ) Table 1.11 Maize: Area, production and yield by region and province, 2022-2024 (Continued) ข้าวโพดเลี้ยงสัตว์: Maize สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 32"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,61,"ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 สระแก้ว 139,342 133,949 132,275 130,247 128,246 127,324 98,907 99,152 97,785 759 773 768 SaKaeo รุ่น 1 139,342 133,949 132,275 130,247 128,246 127,324 98,907 99,152 97,785 759 773 768 Season 1 จันทบุรี 9,651 9,797 8,643 9,569 9,651 8,550 6,658 6,563 5,934 696 680 694 Chanthaburi รุ่น 1 9,651 9,797 8,643 9,569 9,651 8,550 6,658 6,563 5,934 696 680 694 Season 1 กาญจนบุรี 81,786 80,591 82,122 81,447 80,464 82,015 60,495 57,305 59,789 743 712 729 Kanchanaburi รุ่น 1 81,786 80,591 82,122 81,447 80,464 82,015 60,495 57,305 59,789 743 712 729 Season 1 ราชบุรี 1,036 918 835 1,014 918 835 597 540 501 589 588 600 Ratchaburi รุ่น 1 1,036 918 835 1,014 918 835 597 540 501 589 588 600 Season"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,61,"540 501 589 588 600 Ratchaburi รุ่น 1 1,036 918 835 1,014 918 835 597 540 501 589 588 600 Season 1 เพชรบุรี 4,283 4,752 4,934 4,241 4,723 4,934 2,481 2,687 2,867 585 569 581 Phetchaburi รุ่น 1 4,283 4,752 4,934 4,241 4,723 4,934 2,481 2,687 2,867 585 569 581 Season 1 ประจวบคีรีขันธ์ 566 412 306 566 412 306 376 263 200 664 638 654 Prachuap Khiri Khan รุ่น 1 566 412 306 566 412 306 376 263 200 664 638 654 Season 1 ตารางที่ 1.11 ข้าวโพดเลี้ยงสัตว์แยกรุ่น: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.11 Maize: Area, production and yield by region and province, 2022-2024 (Continued) ข้าวโพดเลี้ยงสัตว์: Maize สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 33"
